customerid,recency,frequency,monetary_value,unique_products,first_purchase,last_purchase,avg_order_value,max_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment
15552,217,1,90.12,17,2011-05-06 14:47:00,2011-05-06 14:47:00,90.12,90.12,1,1,1,1,3,Inactive/Low Engagement
15553,60,1,437.23,51,2011-10-10 14:02:00,2011-10-10 14:02:00,437.23,437.23,1,3,1,2,6,Needs Attention
15554,278,1,217.2,14,2011-03-07 09:00:00,2011-03-07 09:00:00,217.2,217.2,1,1,1,1,3,Inactive/Low Engagement
15555,12,16,4805.17,401,2010-12-05 14:45:00,2011-11-27 16:19:00,300.323125,620.35,358,5,5,5,15,Champions
15556,24,1,279.77,31,2011-11-15 16:08:00,2011-11-15 16:08:00,279.77,279.77,1,4,1,2,7,New/Potential Customers
15557,29,1,473.65000000000003,16,2011-11-11 12:46:00,2011-11-11 12:46:00,473.65000000000003,473.65000000000003,1,4,1,2,7,New/Potential Customers
15561,12,4,800.59,27,2011-05-08 11:38:00,2011-11-28 11:07:00,200.1475,350.92,204,5,4,3,12,Loyal Customers
15562,352,1,134.55,1,2010-12-23 09:55:00,2010-12-23 09:55:00,134.55,134.55,1,1,1,1,3,Inactive/Low Engagement
15563,22,4,1400.44,88,2010-12-16 11:27:00,2011-11-17 14:50:00,350.11,655.8199999999999,337,4,4,4,12,Champions
15565,50,2,173.16,8,2011-09-30 10:44:00,2011-10-20 14:33:00,86.58000000000001,88.8,21,3,3,1,7,Needs Attention
15567,19,1,186.01,7,2011-11-21 10:48:00,2011-11-21 10:48:00,186.01,186.01,1,4,1,1,6,New/Potential Customers
15568,3,3,758.29,27,2011-09-27 14:37:00,2011-12-07 11:27:00,252.76333333333332,335.77,71,5,3,3,11,Loyal Customers
15569,104,5,1375.71,27,2011-01-11 13:26:00,2011-08-28 10:15:00,275.142,352.81,229,2,4,4,10,At-Risk High-Value
15570,7,12,4165.52,231,2010-12-05 12:57:00,2011-12-02 14:47:00,347.1266666666667,958.82,363,5,5,5,15,Champions
15571,12,4,650.4300000000001,47,2011-09-22 13:15:00,2011-11-28 10:02:00,162.60750000000002,202.35,67,5,4,3,12,Loyal Customers
15572,5,7,2552.86,166,2011-03-06 14:44:00,2011-12-05 10:09:00,364.69428571428574,679.25,274,5,5,5,15,Champions
15573,32,2,607.45,88,2011-09-15 12:16:00,2011-11-08 11:38:00,303.725,410.7,54,4,3,3,10,Loyal Customers
15574,178,4,702.25,131,2010-12-02 15:46:00,2011-06-15 12:01:00,175.5625,375.65,195,2,4,3,9,At Risk
15576,38,1,940.6700000000001,43,2011-11-02 12:03:00,2011-11-02 12:03:00,940.6700000000001,940.6700000000001,1,3,1,3,7,Needs Attention
15577,151,3,258.88,39,2011-02-07 13:32:00,2011-07-11 17:03:00,86.29333333333334,156.85,155,2,3,2,7,At Risk
15578,162,1,127.1,13,2011-06-30 13:03:00,2011-06-30 13:03:00,127.1,127.1,1,2,1,1,4,Inactive/Low Engagement
15579,69,2,348.6,45,2011-01-30 12:09:00,2011-10-02 12:45:00,174.3,199.6,246,3,3,2,8,Needs Attention
15581,121,13,3679.9700000000003,134,2010-12-08 14:38:00,2011-08-11 09:38:00,283.0746153846154,2500.0,246,2,5,5,12,At-Risk High-Value
15582,25,3,682.9100000000001,39,2011-05-03 13:36:00,2011-11-15 09:55:00,227.63666666666668,303.61,196,4,3,3,10,Loyal Customers
15584,24,4,725.11,89,2011-06-30 16:39:00,2011-11-16 10:55:00,181.2775,288.37,139,4,4,3,11,Loyal Customers
15585,177,1,455.3,31,2011-06-16 08:38:00,2011-06-16 08:38:00,455.3,455.3,1,2,1,2,5,Inactive/Low Engagement
15587,50,4,913.6800000000001,3,2010-12-23 09:59:00,2011-10-20 13:37:00,228.42,344.88,302,3,4,3,10,Needs Attention
15589,256,3,478.53000000000003,28,2011-02-02 10:46:00,2011-03-29 09:54:00,159.51,263.58,55,1,3,2,6,At Risk
15592,47,1,388.58,24,2011-10-24 08:59:00,2011-10-24 08:59:00,388.58,388.58,1,3,1,2,6,Needs Attention
15593,71,1,199.8,5,2011-09-30 11:46:00,2011-09-30 11:46:00,199.8,199.8,1,3,1,1,5,Needs Attention
15594,16,5,1771.78,85,2011-04-19 10:08:00,2011-11-24 08:53:00,354.356,718.21,219,4,4,4,12,Champions
15596,101,5,1406.59,51,2010-12-09 16:10:00,2011-08-31 10:55:00,281.318,402.32,265,2,4,4,10,At-Risk High-Value
15597,35,1,324.57,22,2011-11-04 13:26:00,2011-11-04 13:26:00,324.57,324.57,1,3,1,2,6,Needs Attention
15598,53,1,240.68,14,2011-10-17 16:04:00,2011-10-17 16:04:00,240.68,240.68,1,3,1,1,5,Needs Attention
15599,27,2,761.74,50,2011-05-19 13:05:00,2011-11-13 11:44:00,380.87,448.83,178,4,3,3,10,Loyal Customers
15601,11,14,6776.56,230,2010-12-02 10:39:00,2011-11-28 15:15:00,484.04,781.14,362,5,5,5,15,Champions
15602,8,9,1297.8700000000001,30,2010-12-06 15:35:00,2011-12-01 14:14:00,144.20777777777778,402.24,360,5,5,4,14,Champions
15603,79,1,48.480000000000004,2,2011-09-22 10:04:00,2011-09-22 10:04:00,48.480000000000004,48.480000000000004,1,2,1,1,4,Inactive/Low Engagement
15604,52,1,216.39,17,2011-10-18 14:47:00,2011-10-18 14:47:00,216.39,216.39,1,3,1,1,5,Needs Attention
15605,36,5,1198.23,61,2010-12-01 13:38:00,2011-11-03 14:17:00,239.64600000000002,312.58,338,3,4,4,11,Needs Attention
15606,61,9,2920.16,48,2011-01-19 12:07:00,2011-10-09 15:47:00,324.4622222222222,480.78000000000003,264,3,5,5,13,Needs Attention
15607,337,1,104.76,13,2011-01-07 12:44:00,2011-01-07 12:44:00,104.76,104.76,1,1,1,1,3,Inactive/Low Engagement
15608,28,4,1093.68,59,2011-08-11 09:56:00,2011-11-11 13:20:00,273.42,660.64,93,4,4,4,12,Champions
15609,184,1,298.48,16,2011-06-08 13:00:00,2011-06-08 13:00:00,298.48,298.48,1,1,1,2,4,Inactive/Low Engagement
15610,52,1,112.46000000000001,6,2011-10-19 10:36:00,2011-10-19 10:36:00,112.46000000000001,112.46000000000001,1,3,1,1,5,Needs Attention
15611,10,13,1591.45,23,2011-01-09 11:32:00,2011-11-30 12:36:00,122.41923076923078,385.47,326,5,5,4,14,Champions
15612,36,2,195.15,4,2011-10-09 12:49:00,2011-11-03 14:52:00,97.575,125.5,26,3,3,1,7,Needs Attention
15615,10,23,10399.74,184,2010-12-15 16:21:00,2011-11-29 14:42:00,452.1626086956522,1048.64,349,5,5,5,15,Champions
15618,33,4,776.851,39,2011-07-26 10:13:00,2011-11-07 08:34:00,194.21275,357.81,104,3,4,3,10,Needs Attention
15619,11,1,336.40000000000003,3,2011-11-29 08:14:00,2011-11-29 08:14:00,336.40000000000003,336.40000000000003,1,5,1,2,8,New/Potential Customers
15620,57,3,1553.18,92,2010-12-16 14:34:00,2011-10-14 12:41:00,517.7266666666666,678.17,302,3,3,4,10,Needs Attention
15621,4,4,1293.03,11,2011-11-18 11:49:00,2011-12-05 14:01:00,323.2575,563.28,18,5,4,4,13,Champions
15622,43,9,3709.56,169,2011-03-02 13:42:00,2011-10-27 16:44:00,412.17333333333335,1537.2,240,3,5,5,13,Needs Attention
15623,141,1,301.03,19,2011-07-21 17:26:00,2011-07-21 17:26:00,301.03,301.03,1,2,1,2,5,Inactive/Low Engagement
15624,117,4,588.13,26,2011-03-28 13:32:00,2011-08-15 11:38:00,147.0325,208.63000000000002,140,2,4,3,9,At Risk
15625,104,4,1534.26,44,2011-04-18 14:01:00,2011-08-28 10:21:00,383.56499999999994,695.3299999999999,132,2,4,4,10,At-Risk High-Value
15626,75,2,675.8,49,2011-01-14 10:10:00,2011-09-26 10:03:00,337.9,393.92,255,2,3,3,8,At Risk
15628,5,9,2870.2400000000002,85,2010-12-08 09:51:00,2011-12-05 10:24:00,318.91555555555556,416.46000000000004,363,5,5,5,15,Champions
15630,45,2,1186.35,57,2011-05-19 10:16:00,2011-10-25 15:36:00,593.175,789.49,160,3,3,4,10,Needs Attention
15632,16,8,3285.31,107,2011-03-10 08:29:00,2011-11-24 09:51:00,410.66375,627.12,260,4,5,5,14,Champions
15634,17,1,243.55,15,2011-11-22 16:28:00,2011-11-22 16:28:00,243.55,243.55,1,4,1,1,6,New/Potential Customers
15636,90,2,724.76,20,2011-03-02 14:50:00,2011-09-11 11:17:00,362.38,418.06,193,2,3,3,8,At Risk
15637,53,1,223.36,15,2011-10-18 08:28:00,2011-10-18 08:28:00,223.36,223.36,1,3,1,1,5,Needs Attention
15639,134,1,425.32,25,2011-07-28 14:30:00,2011-07-28 14:30:00,425.32,425.32,1,2,1,2,5,Inactive/Low Engagement
15640,4,15,12515.66,240,2010-12-02 15:40:00,2011-12-05 14:35:00,834.3773333333334,1485.78,368,5,5,5,15,Champions
15641,105,4,1887.2,102,2010-12-15 14:45:00,2011-08-26 14:04:00,471.80000000000007,581.82,254,2,4,4,10,At-Risk High-Value
15643,192,3,664.0,31,2011-03-02 14:34:00,2011-06-01 07:38:00,221.33333333333334,337.1,91,1,3,3,7,At Risk
15644,166,4,813.0,166,2011-03-23 15:37:00,2011-06-26 14:54:00,203.25,389.81,95,2,4,3,9,At Risk
15645,19,1,612.01,50,2011-11-21 11:55:00,2011-11-21 11:55:00,612.01,612.01,1,4,1,3,8,New/Potential Customers
15646,158,3,447.64000000000004,35,2010-12-02 16:59:00,2011-07-05 09:53:00,149.21333333333334,189.8,215,2,3,2,7,At Risk
15648,204,2,657.35,23,2011-03-17 18:59:00,2011-05-19 15:53:00,328.675,340.5,63,1,3,3,7,At Risk
15649,336,2,816.0,1,2010-12-07 10:06:00,2011-01-07 13:34:00,408.0,510.0,32,1,3,3,7,At Risk
15651,37,3,646.3,27,2011-03-24 08:56:00,2011-11-03 08:41:00,215.4333333333333,304.78,224,3,3,3,9,Needs Attention
15652,91,1,337.74,21,2011-09-09 14:22:00,2011-09-09 14:22:00,337.74,337.74,1,2,1,2,5,Inactive/Low Engagement
15653,93,2,877.4399999999999,4,2011-08-16 09:50:00,2011-09-08 10:49:00,438.71999999999997,829.4399999999999,24,2,3,3,8,At Risk
15654,9,2,922.53,15,2011-11-13 15:15:00,2011-11-30 13:08:00,461.265,595.02,17,5,3,3,11,Loyal Customers
15655,243,1,560.67,34,2011-04-10 15:25:00,2011-04-10 15:25:00,560.67,560.67,1,1,1,3,5,Inactive/Low Engagement
15656,45,4,748.5,46,2011-02-28 15:32:00,2011-10-25 14:56:00,187.125,256.77,239,3,4,3,10,Needs Attention
15657,23,1,30.0,1,2011-11-17 12:19:00,2011-11-17 12:19:00,30.0,30.0,1,4,1,1,6,New/Potential Customers
15658,190,5,1024.1000000000001,40,2010-12-02 10:53:00,2011-06-02 15:22:00,204.82,418.95,183,1,4,4,9,At-Risk High-Value
15659,44,1,306.45,11,2011-10-27 09:23:00,2011-10-27 09:23:00,306.45,306.45,1,3,1,2,6,Needs Attention
15660,25,9,1600.86,55,2010-12-09 09:49:00,2011-11-14 16:58:00,177.87333333333333,372.16,341,4,5,4,13,Champions
15661,317,2,309.8,4,2011-01-05 12:32:00,2011-01-26 13:56:00,154.89999999999998,193.79999999999998,22,1,3,2,6,At Risk
15663,106,1,138.14,9,2011-08-25 15:50:00,2011-08-25 15:50:00,138.14,138.14,1,2,1,1,4,Inactive/Low Engagement
15664,51,1,386.43,17,2011-10-20 10:57:00,2011-10-20 10:57:00,386.43,386.43,1,3,1,2,6,Needs Attention
15665,168,2,2242.01,92,2011-04-10 15:09:00,2011-06-24 14:57:00,1121.005,1476.22,75,2,3,5,10,At-Risk High-Value
15667,40,1,301.32,13,2011-10-31 10:56:00,2011-10-31 10:56:00,301.32,301.32,1,3,1,2,6,Needs Attention
15668,218,1,76.32000000000001,1,2011-05-06 10:39:00,2011-05-06 10:39:00,76.32000000000001,76.32000000000001,1,1,1,1,3,Inactive/Low Engagement
15669,40,4,684.34,31,2011-03-21 09:13:00,2011-10-30 16:03:00,171.085,235.94,224,3,4,3,10,Needs Attention
15670,297,1,173.05,12,2011-02-16 10:50:00,2011-02-16 10:50:00,173.05,173.05,1,1,1,1,3,Inactive/Low Engagement
15671,19,7,2657.13,52,2011-03-14 09:37:00,2011-11-21 12:43:00,379.59000000000003,638.4000000000001,253,4,5,5,14,Champions
15673,88,4,2881.02,107,2011-01-16 16:25:00,2011-09-12 16:12:00,720.255,969.95,239,2,4,5,11,At-Risk High-Value
15674,73,5,2446.6,88,2011-03-30 09:19:00,2011-09-27 15:17:00,489.32000000000005,1066.94,182,2,4,5,11,At-Risk High-Value
15675,81,3,323.69,20,2011-03-04 14:21:00,2011-09-19 13:48:00,107.89666666666666,180.39,199,2,3,2,7,At Risk
15676,19,3,3435.76,191,2011-03-01 10:19:00,2011-11-21 12:40:00,1145.2533333333333,2370.04,266,4,3,5,12,Loyal Customers
15677,49,1,657.23,33,2011-10-21 15:36:00,2011-10-21 15:36:00,657.23,657.23,1,3,1,3,7,Needs Attention
15678,53,1,352.7,12,2011-10-18 09:25:00,2011-10-18 09:25:00,352.7,352.7,1,3,1,2,6,Needs Attention
15679,24,4,781.28,98,2011-06-10 08:24:00,2011-11-15 16:19:00,195.32,474.4,159,4,4,3,11,Loyal Customers
15680,9,3,1333.68,61,2010-12-08 14:43:00,2011-11-30 13:46:00,444.56,542.82,357,5,3,4,12,Loyal Customers
15681,25,5,1426.16,32,2011-03-04 13:46:00,2011-11-14 16:30:00,285.232,479.8,256,4,4,4,12,Champions
15683,117,1,193.75,10,2011-08-14 12:56:00,2011-08-14 12:56:00,193.75,193.75,1,2,1,1,4,Inactive/Low Engagement
15687,9,9,2993.1,119,2011-01-13 15:13:00,2011-12-01 08:33:00,332.56666666666666,561.73,322,5,5,5,15,Champions
15689,120,2,254.1,8,2010-12-13 09:57:00,2011-08-12 09:37:00,127.05,150.6,242,2,3,2,7,At Risk
15690,4,2,239.76,19,2011-08-31 11:40:00,2011-12-05 15:59:00,119.88,128.76,97,5,3,1,9,Loyal Customers
15691,252,1,136.8,2,2011-04-01 15:13:00,2011-04-01 15:13:00,136.8,136.8,1,1,1,1,3,Inactive/Low Engagement
15692,28,1,191.04,12,2011-11-11 14:12:00,2011-11-11 14:12:00,191.04,191.04,1,4,1,1,6,New/Potential Customers
15694,1,14,6479.4,42,2010-12-02 07:49:00,2011-12-09 09:44:00,462.8142857142857,1410.26,373,5,5,5,15,Champions
15695,267,2,409.98,22,2011-03-18 08:31:00,2011-03-18 08:32:00,204.99,359.73,1,1,3,2,6,At Risk
15696,33,8,2736.46,140,2011-01-17 11:24:00,2011-11-06 14:02:00,342.0575,719.61,294,3,5,5,13,Needs Attention
15699,18,1,309.65,18,2011-11-22 08:26:00,2011-11-22 08:26:00,309.65,309.65,1,4,1,2,7,New/Potential Customers
15700,172,2,696.68,85,2011-06-19 15:36:00,2011-06-20 16:53:00,348.34,692.78,2,2,3,3,8,At Risk
15701,2,4,1542.14,193,2011-08-21 12:36:00,2011-12-07 14:39:00,385.53499999999997,857.0,109,5,4,4,13,Champions
15703,265,1,211.5,5,2011-03-20 10:51:00,2011-03-20 10:51:00,211.5,211.5,1,1,1,1,3,Inactive/Low Engagement
15704,140,4,2293.62,79,2011-05-08 12:42:00,2011-07-22 13:35:00,573.405,938.85,76,2,4,5,11,At-Risk High-Value
15705,201,1,143.1,6,2011-05-22 15:37:00,2011-05-22 15:37:00,143.1,143.1,1,1,1,1,3,Inactive/Low Engagement
15706,64,4,1060.56,50,2011-08-15 14:32:00,2011-10-07 10:09:00,265.14,450.05,53,3,4,4,11,Needs Attention
15707,35,4,945.58,126,2011-09-14 14:19:00,2011-11-04 14:35:00,236.39499999999998,307.95,52,3,4,4,11,Needs Attention
15708,41,7,3364.2400000000002,124,2010-12-05 11:12:00,2011-10-30 10:54:00,480.6057142857143,663.8100000000001,329,3,5,5,13,Needs Attention
15709,284,1,133.25,6,2011-03-01 10:38:00,2011-03-01 10:38:00,133.25,133.25,1,1,1,1,3,Inactive/Low Engagement
15712,9,5,1072.3600000000001,41,2011-02-25 11:32:00,2011-11-30 14:09:00,214.47200000000004,307.66,279,5,4,4,13,Champions
15713,143,2,356.7,18,2010-12-08 15:16:00,2011-07-19 13:34:00,178.35000000000002,185.55,223,2,3,2,7,At Risk
15714,12,2,330.88,34,2011-09-23 11:25:00,2011-11-28 11:26:00,165.44,198.4,67,5,3,2,10,Loyal Customers
15716,146,4,1118.81,101,2010-12-05 12:26:00,2011-07-17 11:59:00,279.7025,547.1,224,2,4,4,10,At-Risk High-Value
15717,234,1,150.3,7,2011-04-19 13:21:00,2011-04-19 13:21:00,150.3,150.3,1,1,1,1,3,Inactive/Low Engagement
15719,33,13,5045.61,299,2011-01-06 12:31:00,2011-11-07 12:29:00,388.1238461538462,616.83,305,3,5,5,13,Needs Attention
15720,24,1,598.73,128,2011-11-15 14:48:00,2011-11-15 14:48:00,598.73,598.73,1,4,1,3,8,New/Potential Customers
15721,12,1,507.08,80,2011-11-28 12:14:00,2011-11-28 12:14:00,507.08,507.08,1,5,1,3,9,New/Potential Customers
15722,36,5,2222.56,45,2011-02-22 12:24:00,2011-11-04 11:43:00,444.512,713.7600000000001,255,3,4,5,12,Needs Attention
15723,365,1,203.1,37,2010-12-10 11:12:00,2010-12-10 11:12:00,203.1,203.1,1,1,1,1,3,Inactive/Low Engagement
15724,201,2,218.25,11,2011-02-28 10:40:00,2011-05-22 14:40:00,109.125,114.60000000000001,84,1,3,1,5,At Risk
15725,15,1,415.25,32,2011-11-24 14:51:00,2011-11-24 14:51:00,415.25,415.25,1,4,1,2,7,New/Potential Customers
15727,17,7,5178.96,213,2010-12-15 15:47:00,2011-11-23 12:36:00,739.8514285714285,1536.85,343,4,5,5,14,Champions
15729,213,1,85.0,5,2011-05-11 12:36:00,2011-05-11 12:36:00,85.0,85.0,1,1,1,1,3,Inactive/Low Engagement
15730,66,3,1120.88,68,2011-05-17 12:43:00,2011-10-05 12:31:00,373.6266666666667,467.43,141,3,3,4,10,Needs Attention
15732,212,2,294.12,13,2010-12-02 15:00:00,2011-05-11 14:24:00,147.06,156.02,160,1,3,2,6,At Risk
15733,283,1,162.3,10,2011-03-02 09:05:00,2011-03-02 09:05:00,162.3,162.3,1,1,1,1,3,Inactive/Low Engagement
15734,115,2,1339.45,25,2011-05-23 14:59:00,2011-08-17 10:50:00,669.7250000000001,760.8000000000001,86,2,3,4,9,At-Risk High-Value
15737,15,8,1205.1200000000001,60,2011-04-11 10:01:00,2011-11-25 11:21:00,150.64000000000001,475.88,229,4,5,4,13,Champions
15738,19,16,4812.42,46,2010-12-02 12:50:00,2011-11-21 08:26:00,300.77625,391.8,354,4,5,5,14,Champions
15739,66,1,449.12,8,2011-10-04 13:42:00,2011-10-04 13:42:00,449.12,449.12,1,3,1,2,6,Needs Attention
15740,49,1,154.88,9,2011-10-21 14:29:00,2011-10-21 14:29:00,154.88,154.88,1,3,1,1,5,Needs Attention
15743,16,4,784.46,59,2011-06-08 10:14:00,2011-11-23 17:19:00,196.115,322.55,169,4,4,3,11,Loyal Customers
15744,78,1,34.8,3,2011-09-23 09:52:00,2011-09-23 09:52:00,34.8,34.8,1,2,1,1,4,Inactive/Low Engagement
15745,19,4,1094.59,57,2011-04-17 13:04:00,2011-11-20 13:45:00,273.64750000000004,309.53000000000003,218,4,4,4,12,Champions
15746,134,1,196.88,28,2011-07-28 15:21:00,2011-07-28 15:21:00,196.88,196.88,1,2,1,1,4,Inactive/Low Engagement
15747,13,3,974.04,52,2011-06-20 11:30:00,2011-11-27 12:26:00,324.68,424.57,161,5,3,4,12,Loyal Customers
15748,40,1,149.31,19,2011-10-30 12:51:00,2011-10-30 12:51:00,149.31,149.31,1,3,1,1,5,Needs Attention
15749,235,3,44534.3,5,2011-01-11 12:55:00,2011-04-18 13:20:00,14844.766666666668,21535.9,98,1,3,5,9,At-Risk High-Value
15750,3,8,2465.48,214,2010-12-08 10:36:00,2011-12-07 12:34:00,308.185,508.07,365,5,5,5,15,Champions
15752,40,7,2637.38,236,2010-12-02 09:43:00,2011-10-31 11:37:00,376.7685714285714,533.23,334,3,5,5,13,Needs Attention
15753,305,1,79.2,1,2011-02-08 12:41:00,2011-02-08 12:41:00,79.2,79.2,1,1,1,1,3,Inactive/Low Engagement
15754,51,3,458.57,24,2011-04-07 12:24:00,2011-10-19 14:40:00,152.85666666666668,211.62,196,3,3,2,8,Needs Attention
15755,10,6,2364.25,127,2011-02-18 11:53:00,2011-11-29 14:57:00,394.0416666666667,600.99,285,5,5,5,15,Champions
15756,61,4,532.96,160,2011-04-04 14:00:00,2011-10-09 13:30:00,133.24,168.12,188,3,4,3,10,Needs Attention
15757,66,2,714.42,43,2011-05-06 11:40:00,2011-10-05 12:14:00,357.21000000000004,453.06,153,3,3,3,9,Needs Attention
15758,25,1,205.25,9,2011-11-15 10:48:00,2011-11-15 10:48:00,205.25,205.25,1,4,2,1,7,New/Potential Customers
15759,218,3,253.04,5,2010-12-16 15:29:00,2011-05-05 15:13:00,84.34666666666668,97.24000000000001,140,1,3,2,6,At Risk
15762,65,2,583.75,37,2011-09-23 15:17:00,2011-10-05 16:15:00,291.875,315.31,13,3,3,3,9,Needs Attention
15763,32,2,1086.92,58,2011-09-23 12:10:00,2011-11-08 09:44:00,543.46,564.4300000000001,46,4,3,4,11,Loyal Customers
15764,88,6,3279.97,150,2011-03-08 09:23:00,2011-09-12 17:58:00,546.6616666666667,1564.7,189,2,5,5,12,At-Risk High-Value
15766,64,1,315.06,11,2011-10-06 17:03:00,2011-10-06 17:03:00,315.06,315.06,1,3,2,2,7,Needs Attention
15768,116,3,621.8299999999999,23,2011-04-28 09:20:00,2011-08-16 10:48:00,207.27666666666664,354.34999999999997,111,2,4,3,9,At Risk
15769,7,26,56252.72,26,2010-12-03 15:16:00,2011-12-02 13:52:00,2163.566153846154,10065.0,364,5,5,5,15,Champions
15773,6,1,635.6800000000001,10,2011-12-04 12:48:00,2011-12-04 12:48:00,635.6800000000001,635.6800000000001,1,5,2,3,10,New/Potential Customers
15774,69,1,270.8,25,2011-10-02 12:04:00,2011-10-02 12:04:00,270.8,270.8,1,3,2,2,7,Needs Attention
15775,245,1,104.9,7,2011-04-08 12:56:00,2011-04-08 12:56:00,104.9,104.9,1,1,2,1,4,Inactive/Low Engagement
15776,133,1,241.62,18,2011-07-29 13:46:00,2011-07-29 13:46:00,241.62,241.62,1,2,2,1,5,Inactive/Low Engagement
15777,241,4,1047.11,18,2010-12-13 16:38:00,2011-04-12 16:43:00,261.7775,365.55,121,1,4,4,9,At-Risk High-Value
15780,184,3,475.28000000000003,26,2010-12-17 11:43:00,2011-06-09 12:01:00,158.42666666666668,225.61,175,1,4,2,7,At Risk
15781,25,3,345.46,20,2011-02-07 09:15:00,2011-11-14 14:57:00,115.15333333333335,134.16,281,4,4,2,10,Loyal Customers
15782,10,3,2614.7400000000002,34,2011-09-11 14:29:00,2011-11-30 10:49:00,871.58,1638.3400000000001,80,5,4,5,14,Champions
15783,11,1,246.3,14,2011-11-29 09:50:00,2011-11-29 09:50:00,246.3,246.3,1,5,2,1,8,New/Potential Customers
15785,33,5,2328.9700000000003,58,2011-02-17 14:17:00,2011-11-07 11:33:00,465.79400000000004,928.58,263,3,4,5,12,Needs Attention
15786,46,3,4932.2,257,2011-08-17 13:33:00,2011-10-24 14:13:00,1644.0666666666666,3160.84,69,3,4,5,12,Needs Attention
15787,26,3,948.05,156,2011-10-09 13:11:00,2011-11-13 14:55:00,316.0166666666667,492.05,36,4,4,4,12,Champions
15789,358,1,351.3,25,2010-12-16 14:35:00,2010-12-16 14:35:00,351.3,351.3,1,1,2,2,5,Inactive/Low Engagement
15790,10,1,220.85,34,2011-11-29 14:53:00,2011-11-29 14:53:00,220.85,220.85,1,5,2,1,8,New/Potential Customers
15791,44,2,1612.69,66,2011-05-19 15:15:00,2011-10-27 10:14:00,806.345,1223.24,161,3,3,4,10,Needs Attention
15793,15,3,965.61,6,2011-03-16 10:45:00,2011-11-25 09:31:00,321.87,353.61,254,4,4,4,12,Champions
15795,150,1,610.01,42,2011-07-13 10:43:00,2011-07-13 10:43:00,610.01,610.01,1,2,2,3,7,Inactive/Low Engagement
15796,1,8,2711.56,70,2011-02-10 15:40:00,2011-12-08 19:55:00,338.945,447.65000000000003,302,5,5,5,15,Champions
15797,113,4,2207.4,8,2011-01-24 15:47:00,2011-08-18 17:04:00,551.85,1495.2,207,2,4,5,11,At-Risk High-Value
15799,76,3,884.14,94,2011-01-09 15:13:00,2011-09-25 12:46:00,294.7133333333333,402.90000000000003,259,2,4,3,9,At Risk
15800,107,2,699.08,116,2011-04-07 12:39:00,2011-08-24 14:23:00,349.53999999999996,454.58,140,2,3,3,8,At Risk
15801,46,3,1063.95,61,2011-08-22 09:53:00,2011-10-24 13:52:00,354.65000000000003,869.98,64,3,4,4,11,Needs Attention
15802,143,1,451.42,1,2011-07-20 11:38:00,2011-07-20 11:38:00,451.42,451.42,1,2,2,2,6,Inactive/Low Engagement
15803,51,1,415.82000000000005,8,2011-10-19 14:56:00,2011-10-19 14:56:00,415.82000000000005,415.82000000000005,1,3,2,2,7,Needs Attention
15804,1,13,4206.39,170,2011-05-25 10:12:00,2011-12-09 12:31:00,323.5684615384616,600.03,199,5,5,5,15,Champions
15805,23,17,5528.4800000000005,220,2010-12-10 09:33:00,2011-11-16 16:32:00,325.2047058823529,1062.43,342,4,5,5,14,Champions
15806,46,3,784.58,24,2011-03-08 09:24:00,2011-10-24 14:35:00,261.5266666666667,300.36,231,3,4,3,10,Needs Attention
15807,50,3,903.9,48,2011-09-23 14:43:00,2011-10-20 14:10:00,301.3,635.6,27,3,4,3,10,Needs Attention
15808,306,4,3734.9700000000003,142,2010-12-05 13:05:00,2011-02-06 14:33:00,933.7425000000001,1228.4,64,1,4,5,10,At-Risk High-Value
15809,36,5,515.77,31,2011-02-10 11:16:00,2011-11-03 16:40:00,103.154,198.8,267,3,4,3,10,Needs Attention
15810,79,4,1391.98,66,2011-02-16 09:11:00,2011-09-22 09:38:00,347.995,507.07,219,2,4,4,10,At-Risk High-Value
15811,22,6,2218.62,117,2010-12-09 15:29:00,2011-11-17 15:31:00,369.77,478.96000000000004,344,4,5,5,14,Champions
15812,107,5,1801.14,36,2011-01-26 12:12:00,2011-08-24 14:19:00,360.228,533.0200000000001,211,2,4,4,10,At-Risk High-Value
15813,208,2,1303.9099999999999,40,2011-04-14 09:09:00,2011-05-16 08:13:00,651.9549999999999,770.65,32,1,3,4,8,At-Risk High-Value
15814,17,4,1945.33,63,2011-10-20 09:04:00,2011-11-23 08:17:00,486.3325,599.4200000000001,34,4,4,4,12,Champions
15815,64,5,2100.6,33,2011-03-25 08:43:00,2011-10-07 12:42:00,420.12,514.08,197,3,4,5,12,Needs Attention
15819,49,4,1905.45,96,2011-03-08 09:45:00,2011-10-21 14:50:00,476.3625,639.64,228,3,4,4,11,Needs Attention
15820,320,1,206.98,17,2011-01-24 12:00:00,2011-01-24 12:00:00,206.98,206.98,1,1,2,1,4,Inactive/Low Engagement
15821,44,2,570.96,57,2011-10-09 13:28:00,2011-10-26 15:48:00,285.48,316.78,18,3,3,3,9,Needs Attention
15822,3,2,885.47,28,2010-12-15 13:38:00,2011-12-06 14:50:00,442.735,445.27,357,5,3,3,11,Loyal Customers
15823,372,1,15.0,1,2010-12-02 15:08:00,2010-12-02 15:08:00,15.0,15.0,1,1,2,1,4,Inactive/Low Engagement
15825,172,1,532.94,20,2011-06-20 13:27:00,2011-06-20 13:27:00,532.94,532.94,1,2,2,3,7,Inactive/Low Engagement
