customerid,recency,frequency,monetary_value,unique_products,first_purchase,last_purchase,avg_order_value,max_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment,revenue_rank,cumulative_revenue,cumulative_revenue_share
15492,28,2,659.4599999999999,32,2011-09-26 14:02:00,2011-11-11 14:53:00,329.73,487.74,47,4,3,3,10,Loyal Customers,2200,8234099.941999994,0.9239954034989256
13518,86,1,659.4399999999999,36,2011-09-15 10:29:00,2011-09-15 10:29:00,659.4399999999999,659.4399999999999,1,2,1,3,6,Inactive/Low Engagement,2201,8234759.381999995,0.9240694030293146
13759,33,2,659.4100000000001,24,2011-09-29 15:40:00,2011-11-06 14:47:00,329.70500000000004,560.4100000000001,38,3,2,3,8,Needs Attention,2202,8235418.791999995,0.9241433991932321
16357,33,3,658.88,31,2011-05-10 10:35:00,2011-11-06 16:04:00,219.62666666666667,400.93,181,3,4,3,10,Needs Attention,2203,8236077.671999995,0.9242173358828212
14150,36,2,658.64,23,2010-12-15 10:04:00,2011-11-04 10:05:00,329.32000000000005,352.46000000000004,325,3,3,3,9,Needs Attention,2204,8236736.311999994,0.9242912456406389
17779,21,3,658.57,73,2011-07-19 12:19:00,2011-11-18 14:15:00,219.5233333333333,323.09,123,4,4,3,11,Loyal Customers,2205,8237394.881999995,0.9243651475433567
16696,135,4,657.9000000000001,7,2011-04-05 15:20:00,2011-07-27 14:23:00,164.47500000000002,404.70000000000005,113,2,4,3,9,At Risk,2206,8238052.781999995,0.9244389742615462
14818,74,3,657.8,41,2011-03-31 12:28:00,2011-09-27 11:01:00,219.26666666666665,291.38,180,2,3,3,8,At Risk,2207,8238710.581999995,0.9245127897581643
12577,35,3,657.8,137,2010-12-15 16:21:00,2011-11-04 13:24:00,219.26666666666665,327.89,324,3,3,3,9,Needs Attention,2208,8239368.381999995,0.9245866052547823
15648,204,2,657.35,23,2011-03-17 18:59:00,2011-05-19 15:53:00,328.675,340.5,63,1,3,3,7,At Risk,2209,8240025.731999994,0.9246603702543291
17459,43,2,657.3,88,2011-10-10 17:00:00,2011-10-27 13:25:00,328.65,356.91,17,3,3,3,9,Needs Attention,2210,8240683.031999994,0.9247341296430902
15677,49,1,657.23,33,2011-10-21 15:36:00,2011-10-21 15:36:00,657.23,657.23,1,3,1,3,7,Needs Attention,2211,8241340.2619999945,0.9248078811767514
16157,16,3,656.69,12,2011-09-28 11:48:00,2011-11-24 11:41:00,218.89666666666668,247.98000000000002,57,4,4,3,11,Loyal Customers,2212,8241996.951999995,0.9248815721139271
13049,64,2,656.6800000000001,14,2011-01-25 16:33:00,2011-10-06 15:31:00,328.34000000000003,502.90000000000003,254,3,2,3,8,Needs Attention,2213,8242653.631999995,0.9249552619289455
16708,46,1,656.63,27,2011-10-25 12:20:00,2011-10-25 12:20:00,656.63,656.63,1,3,2,3,8,Needs Attention,2214,8243310.2619999945,0.9250289461331783
16127,39,1,656.25,40,2011-10-31 13:58:00,2011-10-31 13:58:00,656.25,656.25,1,3,2,3,8,Needs Attention,2215,8243966.5119999945,0.9251025876954397
14894,85,1,655.75,23,2011-09-15 13:51:00,2011-09-15 13:51:00,655.75,655.75,1,2,1,3,6,Inactive/Low Engagement,2216,8244622.2619999945,0.9251761731498443
16444,46,4,654.67,68,2011-03-20 12:14:00,2011-10-24 13:50:00,163.6675,301.32,219,3,4,3,10,Needs Attention,2217,8245276.931999994,0.9252496374112779
14651,67,2,654.6,95,2011-05-12 16:29:00,2011-10-03 15:52:00,327.3,416.32,144,3,3,3,9,Needs Attention,2218,8245931.531999994,0.9253230938176112
17398,115,3,653.38,30,2011-03-29 13:04:00,2011-08-17 09:48:00,217.79333333333332,305.68,141,2,4,3,9,At Risk,2219,8246584.911999994,0.9253964133207738
18151,135,2,653.35,38,2011-02-23 08:29:00,2011-07-28 11:35:00,326.675,340.8,156,2,3,3,8,At Risk,2220,8247238.261999994,0.9254697294574649
13496,11,2,653.33,28,2010-12-15 10:17:00,2011-11-29 10:58:00,326.66499999999996,501.01,350,5,2,3,10,New/Potential Customers,2221,8247891.591999994,0.9255430433498417
15205,85,2,653.24,37,2011-08-04 16:07:00,2011-09-15 19:36:00,326.62,476.29999999999995,43,2,3,3,8,At Risk,2222,8248544.831999994,0.9256163471428044
14044,27,4,652.82,165,2011-02-03 11:39:00,2011-11-13 12:05:00,163.205,196.93,284,4,4,3,11,Loyal Customers,2223,8249197.651999994,0.9256896038051672
14548,151,2,652.8,2,2011-01-26 08:38:00,2011-07-12 12:19:00,326.4,326.4,168,2,3,3,8,At Risk,2224,8249850.451999994,0.9257628582232156
17523,11,4,652.74,25,2011-11-20 13:40:00,2011-11-28 13:20:00,163.185,277.98,8,5,4,3,12,Loyal Customers,2225,8250503.191999994,0.9258361059083212
14034,22,3,651.8199999999999,82,2011-07-05 13:06:00,2011-11-17 14:02:00,217.2733333333333,455.16999999999996,136,4,3,3,10,Loyal Customers,2226,8251155.0119999945,0.9259092503549701
16734,52,3,650.51,44,2011-08-17 15:00:00,2011-10-18 13:44:00,216.83666666666667,344.35,62,3,4,3,10,Needs Attention,2227,8251805.521999994,0.9259822477990336
15571,12,4,650.4300000000001,47,2011-09-22 13:15:00,2011-11-28 10:02:00,162.60750000000002,202.35,67,5,4,3,12,Loyal Customers,2228,8252455.951999994,0.9260552362658401
16469,24,4,650.43,148,2011-04-07 13:11:00,2011-11-16 12:25:00,162.60750000000002,187.71,223,4,4,3,11,Loyal Customers,2229,8253106.381999994,0.9261282247326466
16969,39,3,650.41,42,2011-06-01 12:10:00,2011-10-31 13:12:00,216.8033333333333,397.36,153,3,4,3,10,Needs Attention,2230,8253756.791999994,0.9262012109551387
17373,40,4,646.92,47,2011-01-31 11:46:00,2011-10-30 15:28:00,161.73000000000002,213.4,273,3,4,3,10,Needs Attention,2231,8254403.711999994,0.9262738055447893
12589,29,2,646.68,29,2011-07-18 12:05:00,2011-11-11 10:19:00,323.34000000000003,515.1800000000001,116,4,2,3,9,New/Potential Customers,2232,8255050.3919999935,0.9263463732026685
15651,37,3,646.3,27,2011-03-24 08:56:00,2011-11-03 08:41:00,215.4333333333333,304.78,224,3,3,3,9,Needs Attention,2233,8255696.691999993,0.9264188982185765
17545,43,3,645.96,122,2011-10-27 13:48:00,2011-10-27 14:04:00,215.32000000000002,344.14,1,3,4,3,10,Needs Attention,2234,8256342.651999993,0.9264913850811417
14855,119,2,645.65,13,2011-07-28 12:06:00,2011-08-12 14:02:00,322.82500000000005,339.3,16,2,3,3,8,At Risk,2235,8256988.301999994,0.9265638371568357
12719,5,2,644.95,34,2011-10-05 14:50:00,2011-12-04 13:45:00,322.475,361.35,60,5,2,3,10,New/Potential Customers,2236,8257633.251999994,0.9266362106815299
17312,139,3,644.3,11,2011-07-03 13:12:00,2011-07-24 11:52:00,214.76666666666665,253.69999999999996,21,2,4,3,9,At Risk,2237,8258277.551999994,0.92670851126601
16431,213,3,642.81,51,2011-02-15 14:02:00,2011-05-10 14:09:00,214.26999999999998,298.88,85,1,4,3,8,At Risk,2238,8258920.361999993,0.9267806446490763
14020,17,2,642.8,37,2011-09-12 15:32:00,2011-11-23 09:22:00,321.4,331.14,72,4,3,3,10,Loyal Customers,2239,8259563.161999993,0.9268527769099856
13034,55,2,642.77,37,2010-12-05 14:52:00,2011-10-16 12:21:00,321.385,476.90999999999997,315,3,2,3,8,Needs Attention,2240,8260205.931999993,0.9269249058044233
15384,170,2,642.41,34,2010-12-15 11:34:00,2011-06-23 10:57:00,321.205,338.84,190,2,3,3,8,At Risk,2241,8260848.341999993,0.9269969943012042
17046,157,1,642.02,22,2011-07-05 14:24:00,2011-07-05 14:24:00,642.02,642.02,1,2,2,3,7,Inactive/Low Engagement,2242,8261490.361999992,0.9270690390338565
15297,10,3,641.94,30,2011-10-07 09:42:00,2011-11-29 16:32:00,213.98000000000002,261.68,54,5,3,3,11,Loyal Customers,2243,8262132.301999993,0.9271410747892518
12365,291,2,641.38,22,2011-02-21 13:51:00,2011-02-21 14:04:00,320.69,320.69,1,1,2,3,6,Inactive/Low Engagement,2244,8262773.681999993,0.9272130477038473
12624,106,2,641.13,36,2011-06-15 12:34:00,2011-08-25 15:04:00,320.565,341.19,72,2,2,3,7,Inactive/Low Engagement,2245,8263414.8119999925,0.9272849925645142
13417,5,2,640.83,26,2011-05-18 16:26:00,2011-12-05 08:49:00,320.41499999999996,404.83,201,5,2,3,10,New/Potential Customers,2246,8264055.641999993,0.9273569037604671
13318,1,3,640.76,14,2011-11-02 13:26:00,2011-12-08 18:51:00,213.58666666666667,302.96,37,5,3,3,11,Loyal Customers,2247,8264696.401999992,0.9274288071013198
12631,57,1,640.5,31,2011-10-13 13:53:00,2011-10-13 13:53:00,640.5,640.5,1,3,1,3,7,Needs Attention,2248,8265336.901999992,0.9275006812660871
14301,117,1,640.14,13,2011-08-14 15:33:00,2011-08-14 15:33:00,640.14,640.14,1,2,1,3,6,Inactive/Low Engagement,2249,8265977.041999992,0.9275725150331973
15919,20,2,639.89,103,2010-12-06 11:26:00,2011-11-20 11:28:00,319.94500000000005,369.17,350,4,3,3,10,Loyal Customers,2250,8266616.931999992,0.9276443207463789
17515,31,4,639.02,49,2011-01-25 14:33:00,2011-11-08 14:04:00,159.755,231.48,287,4,4,3,11,Loyal Customers,2251,8267255.951999991,0.9277160288318895
18160,57,2,638.0600000000001,37,2011-05-23 13:41:00,2011-10-13 15:50:00,319.03,319.51,144,3,3,3,9,Needs Attention,2252,8267894.011999991,0.9277876291903147
14754,45,2,638.05,38,2011-02-17 12:21:00,2011-10-26 12:01:00,319.025,409.78,251,3,3,3,9,Needs Attention,2253,8268532.061999991,0.9278592284265827
14664,20,2,637.89,78,2011-11-06 14:56:00,2011-11-20 10:59:00,318.945,389.04,14,4,3,3,10,Loyal Customers,2254,8269169.95199999,0.9279308097083366
14128,61,2,637.5,40,2011-03-29 10:49:00,2011-10-10 12:00:00,318.75,331.96,196,3,3,3,9,Needs Attention,2255,8269807.45199999,0.9280023472259621
14481,165,2,636.51,25,2011-02-25 13:53:00,2011-06-28 10:38:00,318.255,333.65,123,2,3,3,8,At Risk,2256,8270443.96199999,0.9280737736500307
15829,99,2,636.14,44,2011-07-22 10:23:00,2011-09-01 16:45:00,318.07,325.44,42,2,3,3,8,At Risk,2257,8271080.10199999,0.9281451585542853
15773,6,1,635.6800000000001,10,2011-12-04 12:48:00,2011-12-04 12:48:00,635.6800000000001,635.6800000000001,1,5,2,3,10,New/Potential Customers,2258,8271715.781999989,0.9282164918393113
14000,211,1,635.66,15,2011-05-12 16:50:00,2011-05-12 16:50:00,635.66,635.66,1,1,1,3,5,Inactive/Low Engagement,2259,8272351.44199999,0.9282878228800231
16139,19,3,635.41,25,2011-05-17 10:23:00,2011-11-21 08:37:00,211.8033333333333,329.04,188,4,4,3,11,Loyal Customers,2260,8272986.85199999,0.9283591258668065
17985,22,1,634.95,20,2011-11-17 14:24:00,2011-11-17 14:24:00,634.95,634.95,1,4,2,3,9,New/Potential Customers,2261,8273621.80199999,0.9284303772343615
13892,27,4,632.97,26,2011-04-07 12:04:00,2011-11-13 11:50:00,158.24249999999998,341.21,220,4,4,3,11,Loyal Customers,2262,8274254.77199999,0.9285014064148028
14220,247,2,632.4,21,2010-12-16 18:18:00,2011-04-06 13:23:00,316.20000000000005,319.42,111,1,3,3,7,At Risk,2263,8274887.17199999,0.9285723716322873
16306,214,6,632.27,36,2010-12-07 15:18:00,2011-05-10 12:12:00,105.37833333333333,335.3,154,1,5,3,9,At Risk,2264,8275519.44199999,0.928643322261729
18183,227,2,632.07,36,2011-03-10 10:08:00,2011-04-26 15:26:00,316.035,319.27000000000004,48,1,3,3,7,At Risk,2265,8276151.51199999,0.9287142504480278
13822,6,2,632.0,90,2011-10-30 15:55:00,2011-12-04 12:13:00,316.0,468.38,35,5,2,3,10,New/Potential Customers,2266,8276783.51199999,0.9287851707792267
14021,155,3,631.9,22,2011-03-28 15:10:00,2011-07-07 15:46:00,210.63333333333333,302.8,102,2,3,3,8,At Risk,2267,8277415.41199999,0.9288560798888542
15244,65,2,631.57,31,2011-04-05 15:12:00,2011-10-05 13:19:00,315.78499999999997,333.63,183,3,3,3,9,Needs Attention,2268,8278046.9819999905,0.9289269519672961
13539,86,3,631.34,35,2011-02-03 15:23:00,2011-09-15 10:18:00,210.4466666666667,315.69,224,2,3,3,8,At Risk,2269,8278678.32199999,0.9289977982361238
17990,237,3,630.84,27,2010-12-13 12:10:00,2011-04-17 11:44:00,210.28,314.84000000000003,125,1,4,3,8,At Risk,2270,8279309.16199999,0.9290685883970945
13046,31,2,629.31,33,2011-03-18 15:43:00,2011-11-09 08:36:00,314.655,431.59,236,4,2,3,9,New/Potential Customers,2271,8279938.47199999,0.929139206868023
13525,15,2,628.78,5,2011-04-05 15:36:00,2011-11-25 12:01:00,314.39,345.9,234,4,2,3,9,New/Potential Customers,2272,8280567.25199999,0.929209765864623
14687,107,1,628.38,15,2011-08-25 11:59:00,2011-08-25 11:59:00,628.38,628.38,1,2,1,3,6,Inactive/Low Engagement,2273,8281195.63199999,0.9292802799749375
16022,260,1,628.28,68,2011-03-24 13:16:00,2011-03-24 13:16:00,628.28,628.28,1,1,2,3,6,Inactive/Low Engagement,2274,8281823.91199999,0.9293507828636806
15028,8,4,627.13,35,2010-12-06 12:47:00,2011-12-01 14:06:00,156.7825,307.71,361,5,4,3,12,Loyal Customers,2275,8282451.04199999,0.9294211567043527
13546,12,3,626.99,72,2011-05-23 12:14:00,2011-11-27 14:50:00,208.99666666666667,230.12,189,5,3,3,11,Loyal Customers,2276,8283078.03199999,0.9294915148348248
15402,149,2,626.77,35,2011-05-27 13:32:00,2011-07-14 12:17:00,313.385,440.99,48,2,3,3,8,At Risk,2277,8283704.80199999,0.9295618482778398
14036,285,1,626.65,38,2011-02-28 09:26:00,2011-02-28 09:26:00,626.65,626.65,1,1,1,3,5,Inactive/Low Engagement,2278,8284331.45199999,0.9296321682549693
13914,12,2,626.45,28,2011-11-03 16:28:00,2011-11-28 10:35:00,313.225,321.07,25,5,2,3,10,New/Potential Customers,2279,8284957.90199999,0.9297024657889559
14382,26,1,626.0699999999999,121,2011-11-13 16:18:00,2011-11-13 16:18:00,626.0699999999999,626.0699999999999,1,4,1,3,8,New/Potential Customers,2280,8285583.971999991,0.9297727206809713
16750,45,5,623.93,74,2011-04-21 16:53:00,2011-10-26 12:48:00,124.78599999999999,199.04,188,3,4,3,10,Needs Attention,2281,8286207.90199999,0.9298427354313588
16718,369,1,623.75,41,2010-12-05 13:03:00,2010-12-05 13:03:00,623.75,623.75,1,1,2,3,6,Inactive/Low Engagement,2282,8286831.65199999,0.9299127299829177
12649,107,3,623.51,28,2011-05-11 14:37:00,2011-08-24 14:41:00,207.83666666666667,375.0,106,2,3,3,8,At Risk,2283,8287455.16199999,0.9299826976027055
15147,240,1,623.5,28,2011-04-13 15:57:00,2011-04-13 15:57:00,623.5,623.5,1,1,1,3,5,Inactive/Low Engagement,2284,8288078.66199999,0.9300526641003359
13368,257,2,623.4,29,2011-01-06 12:32:00,2011-03-28 09:59:00,311.7,588.0,81,1,2,3,6,Inactive/Low Engagement,2285,8288702.061999991,0.9301226193763952
15258,169,2,623.16,32,2011-05-06 14:16:00,2011-06-24 12:30:00,311.58000000000004,315.66,49,2,3,3,8,At Risk,2286,8289325.221999991,0.9301925477206829
17499,290,1,622.88,40,2011-02-23 09:14:00,2011-02-23 09:14:00,622.88,622.88,1,1,2,3,6,Inactive/Low Engagement,2287,8289948.101999991,0.9302624446445709
15182,154,2,622.85,24,2011-03-16 12:42:00,2011-07-08 13:37:00,311.425,370.48,115,2,3,3,8,At Risk,2288,8290570.95199999,0.9303323382019874
17460,94,6,622.4300000000001,18,2010-12-01 16:24:00,2011-09-06 15:04:00,103.73833333333334,159.85000000000002,279,2,5,3,10,At Risk,2289,8291193.38199999,0.930402184628804
15768,116,3,621.8299999999999,23,2011-04-28 09:20:00,2011-08-16 10:48:00,207.27666666666664,354.34999999999997,111,2,4,3,9,At Risk,2290,8291815.21199999,0.9304719637261922
18217,29,2,621.75,27,2011-09-30 10:44:00,2011-11-10 13:18:00,310.875,317.90000000000003,42,4,3,3,10,Loyal Customers,2291,8292436.96199999,0.9305417338463234
16915,9,6,621.6800000000001,46,2011-03-01 09:52:00,2011-11-30 16:39:00,103.61333333333334,173.70000000000002,275,5,5,3,13,Loyal Customers,2292,8293058.64199999,0.9306114961113546
17640,87,1,621.66,5,2011-09-14 09:13:00,2011-09-14 09:13:00,621.66,621.66,1,2,2,3,7,Inactive/Low Engagement,2293,8293680.30199999,0.9306812561320715
14152,75,2,621.29,47,2011-04-19 15:46:00,2011-09-25 12:54:00,310.645,314.51,159,2,3,3,8,At Risk,2294,8294301.59199999,0.9307509746329743
13402,127,2,621.23,32,2010-12-02 17:12:00,2011-08-04 15:51:00,310.615,312.95,245,2,2,3,7,Inactive/Low Engagement,2295,8294922.82199999,0.9308206864009343
16141,88,1,620.4,30,2011-09-12 13:11:00,2011-09-12 13:11:00,620.4,620.4,1,2,2,3,7,Inactive/Low Engagement,2296,8295543.221999991,0.9308903050298517
12667,58,1,620.13,33,2011-10-12 17:00:00,2011-10-12 17:00:00,620.13,620.13,1,3,1,3,7,Needs Attention,2297,8296163.351999991,0.9309598933605263
14529,60,3,620.04,177,2011-08-21 14:10:00,2011-10-10 15:27:00,206.67999999999998,261.62,51,3,3,3,9,Needs Attention,2298,8296783.391999991,0.9310294715917867
13493,275,2,618.63,6,2011-02-25 16:42:00,2011-03-09 15:35:00,309.315,439.28,12,1,2,3,6,Inactive/Low Engagement,2299,8297402.021999991,0.9310988915988905
16613,70,1,618.59,30,2011-09-30 15:52:00,2011-09-30 15:52:00,618.59,618.59,1,3,2,3,8,Needs Attention,2300,8298020.61199999,0.9311683071173656
13145,40,4,618.52,5,2010-12-02 18:06:00,2011-10-31 12:45:00,154.63,295.0,333,3,4,3,10,Needs Attention,2301,8298639.13199999,0.9312377147807408
12596,51,2,618.27,25,2011-04-11 13:22:00,2011-10-19 13:02:00,309.135,348.32,191,3,2,3,8,Needs Attention,2302,8299257.4019999895,0.9313070943901874
16134,22,2,618.09,34,2010-12-15 14:00:00,2011-11-18 10:05:00,309.045,334.56,338,4,3,3,10,Loyal Customers,2303,8299875.491999989,0.9313764538008056
13301,104,4,618.09,75,2011-02-20 13:13:00,2011-08-28 11:25:00,154.5225,173.91,189,2,4,3,9,At Risk,2304,8300493.581999989,0.9314458132114238
14593,22,3,617.99,127,2011-05-25 11:14:00,2011-11-18 12:48:00,205.99666666666667,278.4,178,4,3,3,10,Loyal Customers,2305,8301111.571999989,0.9315151614004706
14377,191,2,617.05,11,2011-03-22 13:38:00,2011-06-01 13:32:00,308.525,314.6,71,1,3,3,7,At Risk,2306,8301728.621999989,0.9315844041067464
16442,2,3,616.79,161,2010-12-14 10:46:00,2011-12-08 11:43:00,205.59666666666666,285.37,360,5,4,3,12,Loyal Customers,2307,8302345.411999989,0.9316536176369365
16311,18,2,616.26,35,2011-10-21 13:13:00,2011-11-22 08:54:00,308.13,401.55,32,4,3,3,10,Loyal Customers,2308,8302961.671999989,0.9317227716927983
14905,158,2,616.15,14,2011-04-20 10:48:00,2011-07-05 12:41:00,308.07500000000005,308.55,77,2,3,3,8,At Risk,2309,8303577.821999989,0.9317919134049315
16005,12,4,615.39,173,2011-03-14 11:46:00,2011-11-27 13:47:00,153.8475,177.59,259,5,4,3,12,Loyal Customers,2310,8304193.211999989,0.931860969833122
15275,38,1,615.14,41,2011-11-02 11:20:00,2011-11-02 11:20:00,615.14,615.14,1,3,1,3,7,Needs Attention,2311,8304808.351999989,0.9319299982073842
16566,15,5,614.66,14,2011-02-20 10:29:00,2011-11-24 16:34:00,122.93199999999999,185.22000000000003,278,4,4,3,11,Loyal Customers,2312,8305423.011999989,0.9319989727181037
16116,212,1,612.78,34,2011-05-12 12:01:00,2011-05-12 12:01:00,612.78,612.78,1,1,2,3,6,Inactive/Low Engagement,2313,8306035.791999989,0.932067736263281
12513,113,1,612.29,35,2011-08-19 10:51:00,2011-08-19 10:51:00,612.29,612.29,1,2,1,3,6,Inactive/Low Engagement,2314,8306648.081999989,0.9321364448227585
18149,51,3,612.0799999999999,11,2011-03-11 12:44:00,2011-10-20 12:04:00,204.02666666666664,321.9,223,3,4,3,10,Needs Attention,2315,8307260.161999989,0.932205129816936
15232,113,2,612.06,26,2011-07-22 12:21:00,2011-08-18 16:27:00,306.03,310.36,28,2,3,3,8,At Risk,2316,8307872.221999989,0.9322738125667993
15645,19,1,612.01,50,2011-11-21 11:55:00,2011-11-21 11:55:00,612.01,612.01,1,4,1,3,8,New/Potential Customers,2317,8308484.231999989,0.9323424897058769
16109,219,2,611.88,18,2011-02-04 12:37:00,2011-05-05 09:17:00,305.93999999999994,314.99999999999994,90,1,3,3,7,At Risk,2318,8309096.111999989,0.9324111522569116
16763,199,1,611.85,23,2011-05-25 11:52:00,2011-05-25 11:52:00,611.85,611.85,1,1,2,3,6,Inactive/Low Engagement,2319,8309707.961999988,0.9324798114414748
13731,219,2,610.59,36,2011-04-07 10:10:00,2011-05-04 14:33:00,305.295,308.12,28,1,2,3,6,Inactive/Low Engagement,2320,8310318.551999988,0.9325483292342387
12673,5,2,610.52,42,2011-01-17 11:46:00,2011-12-04 13:55:00,305.26,389.62,322,5,2,3,10,New/Potential Customers,2321,8310929.071999988,0.9326168391719024
15795,150,1,610.01,42,2011-07-13 10:43:00,2011-07-13 10:43:00,610.01,610.01,1,2,2,3,7,Inactive/Low Engagement,2322,8311539.081999987,0.9326852918795522
13357,257,1,609.95,85,2011-03-27 13:56:00,2011-03-27 13:56:00,609.95,609.95,1,1,1,3,5,Inactive/Low Engagement,2323,8312149.031999988,0.9327537378542591
14636,36,2,609.85,27,2011-03-16 09:52:00,2011-11-03 16:12:00,304.925,309.66,233,3,3,3,9,Needs Attention,2324,8312758.881999987,0.9328221726073945
13933,109,2,608.7900000000001,23,2011-07-14 13:35:00,2011-08-22 14:03:00,304.395,307.8,40,2,2,3,7,Inactive/Low Engagement,2325,8313367.671999987,0.9328904884118733
12933,24,3,607.53,102,2011-03-01 11:30:00,2011-11-15 16:38:00,202.51,250.04,260,4,3,3,10,Loyal Customers,2326,8313975.2019999875,0.9329586628245525
15573,32,2,607.45,88,2011-09-15 12:16:00,2011-11-08 11:38:00,303.725,410.7,54,4,3,3,10,Loyal Customers,2327,8314582.651999988,0.9330268282599746
17119,3,2,606.91,35,2011-10-11 11:03:00,2011-12-06 14:40:00,303.455,547.25,57,5,3,3,11,Loyal Customers,2328,8315189.561999988,0.9330949330989112
14710,14,4,606.13,124,2011-10-11 13:49:00,2011-11-25 14:53:00,151.5325,232.09,46,4,4,3,11,Loyal Customers,2329,8315795.691999988,0.933162950409591
17849,218,4,605.8000000000001,14,2011-01-10 11:59:00,2011-05-05 13:46:00,151.45,217.75,116,1,4,3,8,At Risk,2330,8316401.4919999875,0.933230930689085
14133,130,3,605.64,25,2011-01-28 11:27:00,2011-08-02 11:34:00,201.88,318.0,187,2,3,3,8,At Risk,2331,8317007.131999987,0.9332988930140649
13888,120,2,605.63,38,2011-05-05 14:41:00,2011-08-12 10:13:00,302.815,366.11,99,2,2,3,7,Inactive/Low Engagement,2332,8317612.761999987,0.9333668542168876
17507,262,2,605.58,79,2011-02-03 18:08:00,2011-03-23 11:48:00,302.78999999999996,340.56,48,1,3,3,7,At Risk,2333,8318218.341999987,0.9334348098089247
13233,74,2,605.12,43,2011-01-07 14:49:00,2011-09-26 13:25:00,302.56,304.24,262,2,2,3,7,Inactive/Low Engagement,2334,8318823.461999987,0.9335027137817333
14323,115,2,605.0600000000001,32,2011-04-15 11:44:00,2011-08-17 11:37:00,302.53,305.24,124,2,3,3,8,At Risk,2335,8319428.521999987,0.9335706110215991
13558,6,4,605.06,123,2011-10-02 13:01:00,2011-12-04 11:24:00,151.265,201.99,63,5,4,3,12,Loyal Customers,2336,8320033.581999986,0.9336385082614649
14675,16,1,604.75,93,2011-11-23 12:58:00,2011-11-23 12:58:00,604.75,604.75,1,4,1,3,8,New/Potential Customers,2337,8320638.331999986,0.9337063707144594
17664,19,2,604.64,41,2011-05-11 14:17:00,2011-11-21 11:29:00,302.32,326.19,194,4,3,3,10,Loyal Customers,2338,8321242.971999986,0.9337742208237253
12944,36,2,604.51,29,2010-12-20 10:41:00,2011-11-04 11:04:00,302.255,317.56,320,3,2,3,8,Needs Attention,2339,8321847.481999986,0.9338420563449484
16732,32,1,603.75,28,2011-11-08 09:54:00,2011-11-08 09:54:00,603.75,603.75,1,4,2,3,9,New/Potential Customers,2340,8322451.231999986,0.933909806582229
12556,50,2,603.71,100,2011-07-11 13:35:00,2011-10-20 13:06:00,301.855,312.9,101,3,2,3,8,Needs Attention,2341,8323054.941999986,0.933977552330881
12707,292,1,603.42,33,2011-02-21 08:38:00,2011-02-21 08:38:00,603.42,603.42,1,1,1,3,5,Inactive/Low Engagement,2342,8323658.361999986,0.934045265536976
17259,148,2,603.37,104,2010-12-06 12:55:00,2011-07-14 15:01:00,301.685,381.64,221,2,3,3,8,At Risk,2343,8324261.731999986,0.9341129731322853
15366,75,2,602.51,37,2010-12-16 15:59:00,2011-09-25 15:01:00,301.255,496.97,283,2,3,3,8,At Risk,2344,8324864.241999986,0.9341805842220806
17890,323,2,602.09,88,2010-12-13 15:12:00,2011-01-21 11:19:00,301.04499999999996,476.96,39,1,3,3,7,At Risk,2345,8325466.3319999855,0.934248148181276
12654,11,5,601.98,31,2011-02-17 13:16:00,2011-11-29 10:10:00,120.396,171.23000000000002,285,5,4,3,12,Loyal Customers,2346,8326068.311999986,0.934315699796743
14609,72,4,601.56,2,2011-02-16 12:10:00,2011-09-28 12:54:00,150.39,191.16,225,2,4,3,9,At Risk,2347,8326669.871999986,0.93438320428161
16654,141,4,601.27,29,2010-12-06 15:09:00,2011-07-21 15:23:00,150.3175,274.45,228,2,4,3,9,At Risk,2348,8327271.141999985,0.9344506762239201
12420,64,1,600.39,29,2011-10-07 08:55:00,2011-10-07 08:55:00,600.39,600.39,1,3,1,3,7,Needs Attention,2349,8327871.531999985,0.9345180494164018
18211,26,5,600.07,37,2011-03-06 12:09:00,2011-11-14 08:10:00,120.01400000000001,151.5,253,4,4,3,11,Loyal Customers,2350,8328471.601999985,0.9345853866998551
13243,203,1,600.07,56,2011-05-20 13:14:00,2011-05-20 13:14:00,600.07,600.07,1,1,1,3,5,Inactive/Low Engagement,2351,8329071.671999985,0.9346527239833086
12872,327,2,599.97,58,2010-12-09 14:44:00,2011-01-17 10:52:00,299.985,378.53000000000003,39,1,2,3,6,Inactive/Low Engagement,2352,8329671.641999985,0.9347200500451904
12521,143,1,599.68,38,2011-07-20 10:51:00,2011-07-20 10:51:00,599.68,599.68,1,2,1,3,6,Inactive/Low Engagement,2353,8330271.321999985,0.9347873435645153
14965,96,2,599.0,80,2011-09-04 13:15:00,2011-09-04 13:20:00,299.5,474.5,1,2,3,3,8,At Risk,2354,8330870.321999985,0.9348545607771548
17420,50,3,598.83,28,2010-12-01 09:56:00,2011-10-20 14:52:00,199.61,260.66,324,3,4,3,10,Needs Attention,2355,8331469.151999985,0.9349217589131229
14467,18,4,598.76,67,2011-01-31 12:35:00,2011-11-22 12:48:00,149.69,180.27,296,4,4,3,11,Loyal Customers,2356,8332067.911999985,0.934988949193991
15720,24,1,598.73,128,2011-11-15 14:48:00,2011-11-15 14:48:00,598.73,598.73,1,4,1,3,8,New/Potential Customers,2357,8332666.641999985,0.9350561361083877
13311,4,2,598.57,25,2011-07-12 14:26:00,2011-12-05 12:55:00,299.285,490.11,146,5,2,3,10,New/Potential Customers,2358,8333265.211999985,0.9351233050682702
